Specimen ID or Observation ID,Category,Group,Museum accession,Location of voucher specimen,Database,Link to dataset,Link to specimen,Observation type,Genetic sample?,Genetic status,Observation Date,Morphological Identification,Common name,Genetic Idenification,Genetic Notes,Phylum,Class,Order,Family,Genus,Species,Identifier Name or User ID,Notes,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Depth (m),Habitat,Sampling Protocol,Site Code,Collection Event ID
127266436,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/127266436,Vizual observation,No,N/A,44762,Lavandula angustifolia,Common Lavender,,,Tracheophyta,Magnoliopsida,Lamiales,,Lavandula,Lavandula angustifolia,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26833071,-123.1334264,,,,,
124832267,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124832267,Vizual observation,No,N/A,44714,Layia platyglossa,tidy tips,,,Tracheophyta,Magnoliopsida,Asterales,,Layia,Layia platyglossa,shaanaroeste,,Canada,British Columbia,Burrard Inlet,False Creek,,49.271329,-123.10442,,,,,
169131853,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/169131853,Vizual observation,No,N/A,44695,Leiothlypis ruficapilla,Nashville Warbler,,,Chordata,Aves,Passeriformes,,Leiothlypis,Leiothlypis ruficapilla,bentleyc2009,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277231,-123.144317,,,,,
126710635,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126710635,Vizual observation,No,N/A,44757,Lemna minor,Common Duckweed,,,Tracheophyta,Liliopsida,Alismatales,,Lemna,Lemna minor,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27165375,-123.1106875,,,,,
127268690,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/127268690,Vizual observation,No,N/A,44762,Lemna minor,Common Duckweed,,,Tracheophyta,Liliopsida,Alismatales,,Lemna,Lemna minor,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26974578,-123.136295,,,,,
124806278,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124806278,Vizual observation,No,N/A,44746,Lepidium didymum,Lesser swine-cress,,,Tracheophyta,Magnoliopsida,Brassicales,,Lepidium,Lepidium didymum,kmkrebs,Among rocks on seawall,Canada,British Columbia,Burrard Inlet,False Creek,,49.26932897,-123.117955,,,,,
120449159,Fish,Actinopterygii,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/120449159,Vizual observation,No,N/A,44717,Lepomis gibbosus,Pumpkinseed,,,Chordata,Actinopterygii,Centrarchiformes,,Lepomis,Lepomis gibbosus,szhang,The red spot on the left of the black operculum flap was pretty distinct even though it doesn't show quite well in the photos.  Large blue spots on the forehead and cheek area.  Orange underparts.  ,Canada,British Columbia,Burrard Inlet,False Creek,,49.27368008,-123.1026737,,,,,
120538187,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/120538187,Vizual observation,No,N/A,44718,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,rebeccablundon,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26930324,-123.1177599,,,,,
122124925,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/122124925,Vizual observation,No,N/A,44728,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,cirlbunting,,Canada,British Columbia,Burrard Inlet,False Creek,,49.28911637,-123.1445892,,,,,
123276824,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123276824,Vizual observation,No,N/A,44723,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,andyjordan,,Canada,British Columbia,Burrard Inlet,False Creek,,49.28886111,-123.1439583,,,,,
132841310,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132841310,Vizual observation,No,N/A,44802,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,cirlbunting,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27192065,-123.1111736,,,,,
133535036,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133535036,Vizual observation,No,N/A,44806,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,k_henderson,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27206333,-123.1107778,,,,,
136458104,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/136458104,Vizual observation,No,N/A,44811,Leymus mollis,American dune grass,,,Tracheophyta,Liliopsida,Poales,,Leymus,Leymus mollis,juliakcarr,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27210278,-123.1105889,,,,,
127750367,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/127750367,Vizual observation,No,N/A,44766,Libellula forensis,Eight-spotted Skimmer,,,Arthropoda,Insecta,Odonata,,Libellula,Libellula forensis,ryanbrandow,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26763056,-123.1239861,,,,,
127750513,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/127750513,Vizual observation,No,N/A,44766,Libellula forensis,Eight-spotted Skimmer,,,Arthropoda,Insecta,Odonata,,Libellula,Libellula forensis,ryanbrandow,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26766667,-123.1239194,,,,,
132589427,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132589427,Vizual observation,No,N/A,44782,Libellula forensis,Eight-spotted Skimmer,,,Arthropoda,Insecta,Odonata,,Libellula,Libellula forensis,jeraz,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26985786,-123.1360098,,,,,
132588910,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132588910,Vizual observation,No,N/A,44782,Libellula quadrimaculata,Four-spotted Skimmer,,,Arthropoda,Insecta,Odonata,,Libellula,Libellula quadrimaculata,jeraz,"Not aware of all species in BC, but it seems ok for this one...",Canada,British Columbia,Burrard Inlet,False Creek,,49.26985407,-123.1359623,,,,,
133838224,Marine Invertebrate,Malacostraca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133838224,Vizual observation,No,N/A,44809,Ligia,Sea Slaters,,,Arthropoda,Malacostraca,Isopoda,,Ligia,,pidgeon_,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277895,-123.1382612,,,,,
122703232,Marine Invertebrate,Malacostraca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/122703232,Vizual observation,No,N/A,44723,Ligia occidentalis,Western Sea Slater,,,Arthropoda,Malacostraca,Isopoda,,Ligia,Ligia occidentalis,andyjordan,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29172044,-123.1489662,,,,,
130427406,Marine Invertebrate,Malacostraca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/130427406,Vizual observation,No,N/A,44784,Ligia occidentalis,Western Sea Slater,,,Arthropoda,Malacostraca,Isopoda,,Ligia,Ligia occidentalis,kmkrebs,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27883727,-123.1447783,,,,,
134131243,Marine Invertebrate,Malacostraca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134131243,Vizual observation,No,N/A,44743,Ligia occidentalis,Western Sea Slater,,,Arthropoda,Malacostraca,Isopoda,,Ligia,Ligia occidentalis,aristhought,Seen on the rocks near the water ,Canada,British Columbia,Burrard Inlet,False Creek,,49.26867424,-123.1329226,,,,,
126734771,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126734771,Vizual observation,No,N/A,44759,Ligustrum japonicum,wax-leaf ligustrum,,,Tracheophyta,Magnoliopsida,Lamiales,,Ligustrum,Ligustrum japonicum,eugene-f,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26871872,-123.1183014,,,,,
133856182,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133856182,Vizual observation,No,N/A,44753,Limax maximus,Leopard Slug,,,Mollusca,Gastropoda,Stylommatophora,,Limax,Limax maximus,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27097839,-123.1040566,,,,,
125065987,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/125065987,Vizual observation,No,N/A,44748,Limnodromus scolopaceus,Long-billed Dowitcher,,,Chordata,Aves,Charadriiformes,,Limnodromus,Limnodromus scolopaceus,natvanjan,"Sharp Eek Eek cry, at freshwater pond",Canada,British Columbia,Burrard Inlet,False Creek,,49.26778097,-123.1233913,,,,,
126587005,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126587005,Vizual observation,No,N/A,44757,Linaria purpurea,Purple Toadflax,,,Tracheophyta,Magnoliopsida,Lamiales,,Linaria,Linaria purpurea,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27440122,-123.1393545,,,,,
124475286,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124475286,Vizual observation,No,N/A,44744,Linaria vulgaris,butter-and-eggs,,,Tracheophyta,Magnoliopsida,Lamiales,,Linaria,Linaria vulgaris,jackson_chu,,Canada,British Columbia,Burrard Inlet,False Creek,,49.272594,-123.1253,,,,,
124845377,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124845377,Vizual observation,No,N/A,44746,Liriodendron tulipifera,tulip tree,,,Tracheophyta,Magnoliopsida,Magnoliales,,Liriodendron,Liriodendron tulipifera,katrinekonopnicki,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26952979,-123.1373516,,,,,
121276388,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121276388,Vizual observation,No,N/A,44723,Littorina,,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,,briee711,,Canada,British Columbia,Burrard Inlet,False Creek,,49.288517,-123.1437988,,,,,
126111858,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126111858,Vizual observation,No,N/A,44755,Littorina,,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2724495,-123.1103023,,,,,
134056054,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134056054,Vizual observation,No,N/A,44811,Littorina,,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,,carlalovesleaves,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27243422,-123.1095485,,,,,
126112533,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126112533,Vizual observation,No,N/A,44755,Littorina littorea,Common Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina littorea,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27242846,-123.1104636,,,,,
126169833,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126169833,Vizual observation,No,N/A,44755,Littorina littorea,Common Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina littorea,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27216237,-123.1110173,,,,,
126169837,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126169837,Vizual observation,No,N/A,44755,Littorina littorea,Common Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina littorea,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27216237,-123.1110173,,,,,
117652130,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/117652130,Vizual observation,No,N/A,44699,Littorina scutulata,Checkered Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina scutulata,kinjxl,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2776,-123.1522612,,,,,
126095046,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126095046,Vizual observation,No,N/A,44755,Littorina scutulata,Checkered Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina scutulata,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27789392,-123.151724,,,,,
126239601,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126239601,Vizual observation,No,N/A,44755,Littorina scutulata,Checkered Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina scutulata,caitlin_mayo,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277855,-123.1520472,,,,,
126094965,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126094965,Vizual observation,No,N/A,44755,Littorina sitkana,Sitka Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina sitkana,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27787636,-123.1517381,,,,,
126112242,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126112242,Vizual observation,No,N/A,44755,Littorina sitkana,Sitka Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina sitkana,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27245893,-123.110294,,,,,
133873778,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133873778,Vizual observation,No,N/A,44809,Littorina sitkana,Sitka Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina sitkana,aristhought,Very small molluscs :) Right by the water ,Canada,British Columbia,Burrard Inlet,False Creek,,49.271038,-123.115296,,,,,
134126126,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134126126,Vizual observation,No,N/A,44811,Littorina sitkana,Sitka Periwinkle,,,Mollusca,Gastropoda,Littorinimorpha,,Littorina,Littorina sitkana,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27232711,-123.1109002,,,,,
131618475,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/131618475,Vizual observation,No,N/A,44791,Lobelia dortmanna,Water Lobelia,,,Tracheophyta,Magnoliopsida,Asterales,,Lobelia,Lobelia dortmanna,charuri,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2795,-123.1035612,,,,,
122239071,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/122239071,Vizual observation,No,N/A,44697,Lonicera involucrata,twinberry honeysuckle,,,Tracheophyta,Magnoliopsida,Dipsacales,,Lonicera,Lonicera involucrata,bfsmith18,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27127961,-123.1103973,,,,,
121299170,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121299170,Vizual observation,No,N/A,44723,Lonicera xylosteum,Fly Honeysuckle,,,Tracheophyta,Magnoliopsida,Dipsacales,,Lonicera,Lonicera xylosteum,cbickson,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27550072,-123.0882134,,,,,
127175955,Mammal,Mammalia,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/127175955,Vizual observation,No,N/A,44760,Lontra canadensis,North American River Otter,,,Chordata,Mammalia,Carnivora,,Lontra,Lontra canadensis,eioz,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27074667,-123.1367555,,,,,
132326192,Mammal,Mammalia,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132326192,Vizual observation,No,N/A,44798,Lontra canadensis,North American River Otter,,,Chordata,Mammalia,Carnivora,,Lontra,Lontra canadensis,kmcelgunn,deceased,Canada,British Columbia,Burrard Inlet,False Creek,,49.27017605,-123.1372414,,,,,
134003042,Mammal,Mammalia,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134003042,Vizual observation,No,N/A,44705,Lontra canadensis,North American River Otter,,,Chordata,Mammalia,Carnivora,,Lontra,Lontra canadensis,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27099274,-123.1103221,,,,,
134003558,Mammal,Mammalia,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134003558,Vizual observation,No,N/A,44706,Lontra canadensis,North American River Otter,,,Chordata,Mammalia,Carnivora,,Lontra,Lontra canadensis,aristhought,Saw this one head out of the Hinge Park pond towards and into False Creek ,Canada,British Columbia,Burrard Inlet,False Creek,,49.27147414,-123.1102481,,,,,
134120010,Mammal,Mammalia,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134120010,Vizual observation,No,N/A,44727,Lontra canadensis,North American River Otter,,,Chordata,Mammalia,Carnivora,,Lontra,Lontra canadensis,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2710255,-123.1105388,,,,,
129176233,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/129176233,Vizual observation,No,N/A,44775,Lophodytes cucullatus,Hooded Merganser,,,Chordata,Aves,Anseriformes,,Lophodytes,Lophodytes cucullatus,natvanjan,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26842023,-123.123234,,,,,
119632507,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/119632507,Vizual observation,No,N/A,44712,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,alyanalalani,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29229734,-123.1500762,,,,,
119642958,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/119642958,Vizual observation,No,N/A,44712,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,alyanalalani,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29213239,-123.1496495,,,,,
119643031,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/119643031,Vizual observation,No,N/A,44712,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,alyanalalani,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29219534,-123.1497621,,,,,
126169832,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126169832,Vizual observation,No,N/A,44755,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27216237,-123.1110173,,,,,
126170642,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126170642,Vizual observation,No,N/A,44755,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27791904,-123.1518618,,,,,
126170661,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126170661,Vizual observation,No,N/A,44755,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27791904,-123.1518618,,,,,
126240414,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126240414,Vizual observation,No,N/A,44755,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,caitlin_mayo,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277895,-123.1520612,,,,,
126241711,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126241711,Vizual observation,No,N/A,44755,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,caitlin_mayo,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27246167,-123.1105945,,,,,
126270752,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126270752,Vizual observation,No,N/A,44756,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.293029,-123.150718,,,,,
126286474,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126286474,Vizual observation,No,N/A,44756,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,k_henderson,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29282833,-123.15155,,,,,
129275687,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/129275687,Vizual observation,No,N/A,44775,Lottia,Lottia Limpets,,,Mollusca,Gastropoda,,,Lottia,,greywhalen,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27760808,-123.1523254,,,,,
126101302,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126101302,Vizual observation,No,N/A,44755,Lottia digitalis,Fingered Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia digitalis,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27810263,-123.1520327,,,,,
126987762,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126987762,Vizual observation,No,N/A,44761,Lottia digitalis,Fingered Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia digitalis,maggyspence22,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2780876,-123.1507364,,,,,
126100215,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126100215,Vizual observation,No,N/A,44755,Lottia limatula,File Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia limatula,maggyspence22,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27778007,-123.1521785,,,,,
126095472,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126095472,Vizual observation,No,N/A,44755,Lottia paradigitalis,Boreal limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia paradigitalis,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27790767,-123.1517077,,,,,
126111732,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126111732,Vizual observation,No,N/A,44755,Lottia paradigitalis,Boreal limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia paradigitalis,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27243705,-123.1102636,,,,,
121534166,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121534166,Vizual observation,No,N/A,44723,Lottia persona,Mask Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia persona,gerrybates,,Canada,British Columbia,Burrard Inlet,False Creek,,49.29220449,-123.1496414,,,,,
121534169,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121534169,Vizual observation,No,N/A,44723,Lottia persona,Mask Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia persona,gerrybates,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2921765,-123.1493839,,,,,
123043258,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123043258,Vizual observation,No,N/A,44734,Lottia persona,Mask Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia persona,sheri-111,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27796206,-123.1460355,,,,,
126112753,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126112753,Vizual observation,No,N/A,44755,Lottia persona,Mask Limpet,,,Mollusca,Gastropoda,,,Lottia,Lottia persona,chrisharley,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27242058,-123.1104339,,,,,
